Reaction,WT_DAP6,O2_DAP6,Diff_DAP6,WT_DAP8,O2_DAP8,Diff_DAP8,WT_DAP10,O2_DAP10,Diff_DAP10,WT_DAP12,O2_DAP12,Diff_DAP12,WT_DAP15,O2_DAP15,Diff_DAP15,WT_DAP18,O2_DAP18,Diff_DAP18,WT_DAP22,O2_DAP22,Diff_DAP22,WT_DAP30,O2_DAP30,Diff_DAP30,MaxAbsDiff,AvgAbsDiff,ConsistentDirection
R04475[K,p],0.00000000,0.00000000,0.00000000,-0.00000004,0.00000000,0.00000004,0.00000005,0.00000000,-0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000005,0.00000001,MIXED
R04801[K,p],0.00000003,0.00000000,-0.00000003,0.00000003,-0.00000002,-0.00000005,-0.00000017,-0.00000017,0.00000000,0.00000003,0.00000003,0.00000000,0.00000008,0.00000006,-0.00000002,0.00000006,0.00000008,0.00000002,0.00000002,0.00000002,0.00000000,0.00000001,0.00000000,-0.00000001,0.00000005,0.00000002,MIXED
R04803[K,p],0.00000003,0.00000000,-0.00000003,0.00000003,-0.00000002,-0.00000005,-0.00000017,-0.00000017,0.00000000,0.00000003,0.00000003,0.00000000,0.00000008,0.00000006,-0.00000002,0.00000006,0.00000008,0.00000002,0.00000002,0.00000002,0.00000000,0.00000001,0.00000000,-0.00000001,0.00000005,0.00000002,MIXED
ExB_C02477[K],0.00000006,0.00000006,0.00000000,0.00000006,0.00000007,0.00000001,0.00000006,0.00000006,0.00000000,0.00000007,0.00000007,0.00000000,0.00000016,0.00000013,-0.00000003,0.00000012,0.00000016,0.00000004,0.00000004,0.00000004,0.00000000,0.00000002,0.00000001,-0.00000001,0.00000004,0.00000001,MIXED
R07236[K,p],0.00000006,0.00000006,0.00000000,0.00000006,0.00000007,0.00000001,0.00000006,0.00000006,0.00000000,0.00000007,0.00000007,0.00000000,0.00000016,0.00000013,-0.00000003,0.00000012,0.00000016,0.00000004,0.00000004,0.00000004,0.00000000,0.00000002,0.00000001,-0.00000001,0.00000004,0.00000001,MIXED
cpTransport_C02477[K],0.00000006,0.00000006,0.00000000,0.00000006,0.00000007,0.00000001,0.00000006,0.00000006,0.00000000,0.00000007,0.00000007,0.00000000,0.00000016,0.00000013,-0.00000003,0.00000012,0.00000016,0.00000004,0.00000004,0.00000004,0.00000000,0.00000002,0.00000001,-0.00000001,0.00000004,0.00000001,MIXED
MR00558[K,p],-0.00000004,-0.00000002,0.00000002,-0.00000004,0.00000000,0.00000004,0.00000015,0.00000015,0.00000000,0.00000017,0.00000016,-0.00000001,-0.00000012,-0.00000010,0.00000002,-0.00000009,-0.00000012,-0.00000003,-0.00000003,-0.00000003,0.00000000,-0.00000001,0.00000001,0.00000002,0.00000004,0.00000002,MIXED
MR00875[K,p],0.00000000,0.00000000,0.00000000,-0.00000004,0.00000000,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000001,UP
MR01125[K,p],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000004,0.00000000,0.00000004,-0.00000002,0.00000000,0.00000002,0.00000004,0.00000001,UP
MR01126[K,p],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000004,0.00000000,0.00000004,-0.00000002,0.00000000,0.00000002,0.00000004,0.00000001,UP
R00251[K,p],0.00000000,0.00000000,0.00000000,-0.00000004,0.00000000,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000001,UP
R00830[K,c],0.00000000,0.00000000,0.00000000,0.00000004,0.00000000,-0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000001,DOWN
R00830[K,p],0.00000000,0.00000000,0.00000000,-0.00000004,0.00000000,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000001,UP
R00899[K,p],0.00000000,0.00000000,0.00000000,-0.00000004,0.00000000,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000001,UP
R04798[K,p],0.00000004,0.00000002,-0.00000002,0.00000004,0.00000000,-0.00000004,-0.00000015,-0.00000015,0.00000000,0.00000005,0.00000005,0.00000000,0.00000012,0.00000010,-0.00000002,0.00000009,0.00000012,0.00000003,0.00000003,0.00000003,0.00000000,0.00000001,0.00000000,-0.00000001,0.00000004,0.00000001,MIXED
R07559[K,p],0.00000002,0.00000000,-0.00000002,0.00000002,-0.00000002,-0.00000004,-0.00000017,-0.00000018,-0.00000001,0.00000003,0.00000003,0.00000000,0.00000006,0.00000005,-0.00000001,0.00000005,0.00000006,0.00000001,0.00000001,0.00000001,0.00000000,0.00000001,0.00000000,-0.00000001,0.00000004,0.00000001,MIXED
cpTransport_C00430[K],0.00000000,0.00000000,0.00000000,0.00000004,0.00000000,-0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000001,DOWN
ExB_C08362[K],0.00000004,0.00000004,0.00000000,0.00000004,0.00000004,0.00000000,0.00000004,0.00000004,0.00000000,0.00000005,0.00000004,-0.00000001,0.00000011,0.00000009,-0.00000002,0.00000008,0.00000011,0.00000003,0.00000002,0.00000002,0.00000000,0.00000001,0.00000000,-0.00000001,0.00000003,0.00000001,MIXED
R08161[K,p],0.00000004,0.00000004,0.00000000,0.00000004,0.00000004,0.00000000,0.00000004,0.00000004,0.00000000,0.00000005,0.00000004,-0.00000001,0.00000011,0.00000009,-0.00000002,0.00000008,0.00000011,0.00000003,0.00000002,0.00000002,0.00000000,0.00000001,0.00000000,-0.00000001,0.00000003,0.00000001,MIXED
R08162[K,p],0.00000004,0.00000004,0.00000000,0.00000004,0.00000004,0.00000000,0.00000004,0.00000004,0.00000000,0.00000005,0.00000004,-0.00000001,0.00000011,0.00000009,-0.00000002,0.00000008,0.00000011,0.00000003,0.00000002,0.00000002,0.00000000,0.00000001,0.00000000,-0.00000001,0.00000003,0.00000001,MIXED
cpTransport_C08362[K],-0.00000004,-0.00000004,0.00000000,-0.00000004,-0.00000004,0.00000000,-0.00000004,-0.00000004,0.00000000,-0.00000005,-0.00000004,0.00000001,-0.00000011,-0.00000009,0.00000002,-0.00000008,-0.00000011,-0.00000003,-0.00000002,-0.00000002,0.00000000,-0.00000001,0.00000000,0.00000001,0.00000003,0.00000001,MIXED
16:0-18:1-PGdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,-0.00000001,0.00000000,0.00000000,0.00000000,0.00000003,0.00000000,-0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000001,DOWN
MR01206[K,p],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000003,0.00000003,0.00000000,UP
MR01215[K,p],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000003,0.00000003,0.00000000,UP
MR01224[K,p],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000003,0.00000003,0.00000000,UP
MR01237[K,c],0.00000000,0.00000000,0.00000000,-0.00000003,0.00000000,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,-0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000001,MIXED
MR01237[K,p],0.00000000,0.00000000,0.00000000,0.00000003,0.00000000,-0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000001,MIXED
cpTransport_MC00946[K],0.00000000,0.00000000,0.00000000,-0.00000003,0.00000000,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,-0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000001,MIXED
Exchange_160PG[K,L],-0.00000001,-0.00000001,0.00000000,-0.00000001,0.00000000,0.00000001,0.00000000,-0.00000001,-0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,-0.00000002,0.00000000,0.00000000,0.00000000,-0.00000001,-0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000001,MIXED
ExB_C00070[K],0.00000004,0.00000004,0.00000000,0.00000004,0.00000004,0.00000000,0.00000004,0.00000004,0.00000000,0.00000005,0.00000004,-0.00000001,0.00000010,0.00000009,-0.00000001,0.00000008,0.00000010,0.00000002,0.00000002,0.00000002,0.00000000,0.00000001,0.00000000,-0.00000001,0.00000002,0.00000001,MIXED
PhloemImport_C00070[K,c],0.00000004,0.00000004,0.00000000,0.00000004,0.00000004,0.00000000,0.00000004,0.00000004,0.00000000,0.00000005,0.00000004,-0.00000001,0.00000010,0.00000009,-0.00000001,0.00000008,0.00000010,0.00000002,0.00000002,0.00000002,0.00000000,0.00000001,0.00000000,-0.00000001,0.00000002,0.00000001,MIXED
PhloemTransport_C00070[K,c],0.00000004,0.00000004,0.00000000,0.00000004,0.00000004,0.00000000,0.00000004,0.00000004,0.00000000,0.00000005,0.00000004,-0.00000001,0.00000010,0.00000009,-0.00000001,0.00000008,0.00000010,0.00000002,0.00000002,0.00000002,0.00000000,0.00000001,0.00000000,-0.00000001,0.00000002,0.00000001,MIXED
ExB_C08601[K],0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000004,0.00000004,0.00000000,0.00000003,0.00000004,0.00000001,0.00000001,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,UP
R06960[K,p],0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000004,0.00000004,0.00000000,0.00000003,0.00000004,0.00000001,0.00000001,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,UP
R06961[K,p],0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000004,0.00000004,0.00000000,0.00000003,0.00000004,0.00000001,0.00000001,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,UP
R06962[K,p],0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000004,0.00000004,0.00000000,0.00000003,0.00000004,0.00000001,0.00000001,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,UP
R07850[K,p],0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000004,0.00000004,0.00000000,0.00000003,0.00000004,0.00000001,0.00000001,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,UP
R07851[K,p],0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000004,0.00000004,0.00000000,0.00000003,0.00000004,0.00000001,0.00000001,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,UP
16:0-18:0-PGdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,UP
18:0-18:0-PGdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,-0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,DOWN
18:1-18:1-PGdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,UP
18:3-16:1t-PGdegradation[K],0.00000001,0.00000000,-0.00000001,0.00000001,0.00000001,0.00000000,0.00000001,0.00000001,0.00000000,0.00000001,0.00000001,0.00000000,0.00000002,0.00000001,-0.00000001,0.00000001,0.00000002,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,MIXED
ExB_C00712[K],0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000003,0.00000002,-0.00000001,0.00000006,0.00000005,-0.00000001,0.00000005,0.00000006,0.00000001,0.00000001,0.00000001,0.00000000,0.00000001,0.00000000,-0.00000001,0.00000001,0.00000000,MIXED
ExB_C01530[K],0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000005,0.00000004,-0.00000001,0.00000004,0.00000005,0.00000001,0.00000001,0.00000001,0.00000000,0.00000001,0.00000000,-0.00000001,0.00000001,0.00000000,MIXED
ExB_C02094[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,-0.00000001,0.00000000,0.00000001,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,MIXED
ExB_C06098[K],0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000003,0.00000003,0.00000000,0.00000006,0.00000005,-0.00000001,0.00000005,0.00000006,0.00000001,0.00000001,0.00000001,0.00000000,0.00000001,0.00000000,-0.00000001,0.00000001,0.00000000,MIXED
Exchange_161tPG[K,L],0.00000000,-0.00000001,-0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000001,0.00000000,0.00000001,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,DOWN
MR01235[K,p],0.00000001,0.00000000,-0.00000001,0.00000001,0.00000001,0.00000000,0.00000001,0.00000001,0.00000000,0.00000001,0.00000001,0.00000000,0.00000002,0.00000001,-0.00000001,0.00000001,0.00000002,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,MIXED
MR01240[K,c],0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,-0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,DOWN
R08163[K,p],0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000002,0.00000000,0.00000005,0.00000004,-0.00000001,0.00000004,0.00000005,0.00000001,0.00000001,0.00000001,0.00000000,0.00000001,0.00000000,-0.00000001,0.00000001,0.00000000,MIXED
cpTransport_MC01041[K],0.00000001,0.00000000,-0.00000001,0.00000001,0.00000001,0.00000000,0.00000001,0.00000001,0.00000000,0.00000001,0.00000001,0.00000000,0.00000002,0.00000001,-0.00000001,0.00000001,0.00000002,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,MIXED
16:0-16:0-PGdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NONE
16:0-16:1t-PGdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NONE
16:0-18:2-PGdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NONE
16:0-18:3-PGdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NONE
16:0/16:0-SQDGdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NONE
16:0/18:1-DGDGdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NONE
16:0/18:1-MGDGdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NONE
16:0/18:2-MGDGdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NONE
18:1-16:1t-PGdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NONE
18:1/18:2-MGDGdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NONE
18:1/18:2-PCdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NONE
18:2-16:1t-PGdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000001,0.00000000,0.00000001,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NONE
18:2-18:2-PGdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NONE
18:2/18:3-DGDGdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NONE
18:2/18:3-PCdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NONE
18:3-18:3-PGdegradation[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NONE
