Reaction,Lysine_Pathway_Annotation,WT_DAP6_Coupling,WT_DAP6_Ratio_Min,WT_DAP6_Ratio_Max,WT_DAP8_Coupling,WT_DAP8_Ratio_Min,WT_DAP8_Ratio_Max,WT_DAP10_Coupling,WT_DAP10_Ratio_Min,WT_DAP10_Ratio_Max,WT_DAP12_Coupling,WT_DAP12_Ratio_Min,WT_DAP12_Ratio_Max,WT_DAP15_Coupling,WT_DAP15_Ratio_Min,WT_DAP15_Ratio_Max,WT_DAP18_Coupling,WT_DAP18_Ratio_Min,WT_DAP18_Ratio_Max,WT_DAP22_Coupling,WT_DAP22_Ratio_Min,WT_DAP22_Ratio_Max,WT_DAP30_Coupling,WT_DAP30_Ratio_Min,WT_DAP30_Ratio_Max,O2_DAP6_Coupling,O2_DAP6_Ratio_Min,O2_DAP6_Ratio_Max,O2_DAP8_Coupling,O2_DAP8_Ratio_Min,O2_DAP8_Ratio_Max,O2_DAP10_Coupling,O2_DAP10_Ratio_Min,O2_DAP10_Ratio_Max,O2_DAP12_Coupling,O2_DAP12_Ratio_Min,O2_DAP12_Ratio_Max,O2_DAP15_Coupling,O2_DAP15_Ratio_Min,O2_DAP15_Ratio_Max,O2_DAP18_Coupling,O2_DAP18_Ratio_Min,O2_DAP18_Ratio_Max,O2_DAP22_Coupling,O2_DAP22_Ratio_Min,O2_DAP22_Ratio_Max,O2_DAP30_Coupling,O2_DAP30_Ratio_Min,O2_DAP30_Ratio_Max
16:0/18:3-SQDGdegradation[K],,Uncoupled,0.000000e+00,3.375256e-02,Uncoupled,0.000000e+00,3.376669e-02,Uncoupled,0.000000e+00,3.372766e-02,Uncoupled,0.000000e+00,3.360930e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.377679e-02,Uncoupled,0.000000e+00,3.377853e-02,Uncoupled,0.000000e+00,3.375810e-02,Uncoupled,0.000000e+00,3.362393e-02,Uncoupled,0.000000e+00,3.740323e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:0-18:0-PGdegradation[K],,Uncoupled,0.000000e+00,3.501032e-02,Uncoupled,0.000000e+00,3.493417e-02,Uncoupled,0.000000e+00,3.507676e-02,Uncoupled,0.000000e+00,3.495368e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.487976e-02,Uncoupled,0.000000e+00,3.483665e-02,Uncoupled,0.000000e+00,3.498043e-02,Uncoupled,0.000000e+00,3.496888e-02,Uncoupled,0.000000e+00,3.889936e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:0/18:0-DGDGdegradation[K],,Uncoupled,0.000000e+00,3.225244e-02,Uncoupled,0.000000e+00,3.221707e-02,Uncoupled,0.000000e+00,3.222865e-02,Uncoupled,0.000000e+00,3.211556e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.216689e-02,Uncoupled,0.000000e+00,3.212713e-02,Uncoupled,0.000000e+00,3.225774e-02,Uncoupled,0.000000e+00,3.212953e-02,Uncoupled,0.000000e+00,3.574086e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:0/18:0-MGDGdegradation[K],,Uncoupled,0.000000e+00,3.394692e-02,Uncoupled,0.000000e+00,3.387309e-02,Uncoupled,0.000000e+00,3.400137e-02,Uncoupled,0.000000e+00,3.388206e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.382033e-02,Uncoupled,0.000000e+00,3.377853e-02,Uncoupled,0.000000e+00,3.391794e-02,Uncoupled,0.000000e+00,3.389680e-02,Uncoupled,0.000000e+00,3.770677e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:0/18:0-PCdegradation[K],,Uncoupled,0.000000e+00,1.213356e-02,Uncoupled,0.000000e+00,1.213592e-02,Uncoupled,0.000000e+00,1.212460e-02,Uncoupled,0.000000e+00,1.208206e-02,Uncoupled,0.000000e+00,7.269364e-03,Uncoupled,0.000000e+00,2.059042e-03,Uncoupled,0.000000e+00,5.224785e-04,Uncoupled,0.000000e+00,2.963605e-04,Uncoupled,0.000000e+00,1.213592e-02,Uncoupled,0.000000e+00,1.212853e-02,Uncoupled,0.000000e+00,1.213555e-02,Uncoupled,0.000000e+00,1.208732e-02,Uncoupled,0.000000e+00,1.344592e-02,Uncoupled,0.000000e+00,6.026539e-03,Uncoupled,0.000000e+00,5.690869e-04,Uncoupled,0.000000e+00,9.701168e-05
18:0/18:0-PEdegradation[K],,Uncoupled,0.000000e+00,3.758502e-02,Uncoupled,0.000000e+00,3.755876e-02,Uncoupled,0.000000e+00,3.755729e-02,Uncoupled,0.000000e+00,3.742550e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.750026e-02,Uncoupled,0.000000e+00,3.745391e-02,Uncoupled,0.000000e+00,3.759120e-02,Uncoupled,0.000000e+00,3.744178e-02,Uncoupled,0.000000e+00,4.165021e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:1-16:1t-PGdegradation[K],,Uncoupled,0.000000e+00,3.287168e-02,Uncoupled,0.000000e+00,3.280018e-02,Uncoupled,0.000000e+00,3.299764e-02,Uncoupled,0.000000e+00,3.301863e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.274909e-02,Uncoupled,0.000000e+00,3.270862e-02,Uncoupled,0.000000e+00,3.284362e-02,Uncoupled,0.000000e+00,3.303300e-02,Uncoupled,0.000000e+00,3.670414e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:1-18:1-PGdegradation[K],,Uncoupled,0.000000e+00,3.484241e-02,Uncoupled,0.000000e+00,3.476662e-02,Uncoupled,0.000000e+00,3.481766e-02,Uncoupled,0.000000e+00,3.469548e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.471247e-02,Uncoupled,0.000000e+00,3.466957e-02,Uncoupled,0.000000e+00,3.481266e-02,Uncoupled,0.000000e+00,3.471057e-02,Uncoupled,0.000000e+00,3.861201e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:1/18:1-DGDGdegradation[K],,Uncoupled,0.000000e+00,3.203341e-02,Uncoupled,0.000000e+00,3.204682e-02,Uncoupled,0.000000e+00,3.200978e-02,Uncoupled,0.000000e+00,3.189745e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.202456e-02,Uncoupled,0.000000e+00,3.198498e-02,Uncoupled,0.000000e+00,3.203868e-02,Uncoupled,0.000000e+00,3.191133e-02,Uncoupled,0.000000e+00,3.549814e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:1/18:1-MGDGdegradation[K],,Uncoupled,0.000000e+00,3.378277e-02,Uncoupled,0.000000e+00,3.371554e-02,Uncoupled,0.000000e+00,3.375785e-02,Uncoupled,0.000000e+00,3.363939e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.366302e-02,Uncoupled,0.000000e+00,3.362142e-02,Uncoupled,0.000000e+00,3.376018e-02,Uncoupled,0.000000e+00,3.365403e-02,Uncoupled,0.000000e+00,3.743672e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:1/18:1-PCdegradation[K],,Uncoupled,0.000000e+00,1.210242e-02,Uncoupled,0.000000e+00,1.210654e-02,Uncoupled,0.000000e+00,1.209350e-02,Uncoupled,0.000000e+00,1.205106e-02,Uncoupled,0.000000e+00,7.269364e-03,Uncoupled,0.000000e+00,2.059042e-03,Uncoupled,0.000000e+00,5.224785e-04,Uncoupled,0.000000e+00,2.963605e-04,Uncoupled,0.000000e+00,1.210654e-02,Uncoupled,0.000000e+00,1.210654e-02,Uncoupled,0.000000e+00,1.210441e-02,Uncoupled,0.000000e+00,1.205630e-02,Uncoupled,0.000000e+00,1.341142e-02,Uncoupled,0.000000e+00,6.026539e-03,Uncoupled,0.000000e+00,5.690869e-04,Uncoupled,0.000000e+00,9.701168e-05
18:1/18:1-PEdegradation[K],,Uncoupled,0.000000e+00,3.728790e-02,Uncoupled,0.000000e+00,3.730352e-02,Uncoupled,0.000000e+00,3.726040e-02,Uncoupled,0.000000e+00,3.712965e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.730696e-02,Uncoupled,0.000000e+00,3.726085e-02,Uncoupled,0.000000e+00,3.729403e-02,Uncoupled,0.000000e+00,3.714580e-02,Uncoupled,0.000000e+00,4.132096e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:1/18:2-DGDGdegradation[K],,Uncoupled,0.000000e+00,3.048090e-02,Uncoupled,0.000000e+00,3.045731e-02,Uncoupled,0.000000e+00,3.045842e-02,Uncoupled,0.000000e+00,3.035154e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.040987e-02,Uncoupled,0.000000e+00,3.037229e-02,Uncoupled,0.000000e+00,3.048591e-02,Uncoupled,0.000000e+00,3.036474e-02,Uncoupled,0.000000e+00,3.377771e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:1/18:2-MGDGdegradation[K],,Uncoupled,0.000000e+00,3.200283e-02,Uncoupled,0.000000e+00,3.193322e-02,Uncoupled,0.000000e+00,3.203698e-02,Uncoupled,0.000000e+00,3.192456e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.188348e-02,Uncoupled,0.000000e+00,3.184408e-02,Uncoupled,0.000000e+00,3.197550e-02,Uncoupled,0.000000e+00,3.193845e-02,Uncoupled,0.000000e+00,3.552830e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:1/18:2-PCdegradation[K],,Uncoupled,0.000000e+00,7.472348e-03,Uncoupled,0.000000e+00,7.473842e-03,Uncoupled,0.000000e+00,7.466836e-03,Uncoupled,0.000000e+00,7.440634e-03,Uncoupled,0.000000e+00,4.361619e-03,Uncoupled,0.000000e+00,1.235425e-03,Uncoupled,0.000000e+00,3.134871e-04,Uncoupled,0.000000e+00,1.778163e-04,Uncoupled,0.000000e+00,7.473841e-03,Uncoupled,0.000000e+00,7.473842e-03,Uncoupled,0.000000e+00,7.473576e-03,Uncoupled,0.000000e+00,7.443871e-03,Uncoupled,0.000000e+00,8.280557e-03,Uncoupled,0.000000e+00,3.615924e-03,Uncoupled,0.000000e+00,3.414522e-04,Uncoupled,0.000000e+00,5.820701e-05
18:2-16:1t-PGdegradation[K],,Uncoupled,0.000000e+00,3.279748e-02,Uncoupled,0.000000e+00,3.272614e-02,Uncoupled,0.000000e+00,3.292315e-02,Uncoupled,0.000000e+00,3.290298e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.267517e-02,Uncoupled,0.000000e+00,3.263479e-02,Uncoupled,0.000000e+00,3.276948e-02,Uncoupled,0.000000e+00,3.291730e-02,Uncoupled,0.000000e+00,3.661717e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:2-18:2-PGdegradation[K],,Uncoupled,0.000000e+00,3.458786e-02,Uncoupled,0.000000e+00,3.460067e-02,Uncoupled,0.000000e+00,3.456235e-02,Uncoupled,0.000000e+00,3.444106e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.454678e-02,Uncoupled,0.000000e+00,3.450408e-02,Uncoupled,0.000000e+00,3.459355e-02,Uncoupled,0.000000e+00,3.445605e-02,Uncoupled,0.000000e+00,3.832888e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:2/18:2-DGDGdegradation[K],,Uncoupled,0.000000e+00,3.181733e-02,Uncoupled,0.000000e+00,3.183066e-02,Uncoupled,0.000000e+00,3.179386e-02,Uncoupled,0.000000e+00,3.168229e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.184018e-02,Uncoupled,0.000000e+00,3.184408e-02,Uncoupled,0.000000e+00,3.182256e-02,Uncoupled,0.000000e+00,3.169608e-02,Uncoupled,0.000000e+00,3.525869e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:2/18:2-MGDGdegradation[K],,Uncoupled,0.000000e+00,3.354254e-02,Uncoupled,0.000000e+00,3.355659e-02,Uncoupled,0.000000e+00,3.351780e-02,Uncoupled,0.000000e+00,3.340018e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.350717e-02,Uncoupled,0.000000e+00,3.346577e-02,Uncoupled,0.000000e+00,3.354805e-02,Uncoupled,0.000000e+00,3.341471e-02,Uncoupled,0.000000e+00,3.717050e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:2/18:2-PCdegradation[K],,Uncoupled,0.000000e+00,1.207145e-02,Uncoupled,0.000000e+00,1.207651e-02,Uncoupled,0.000000e+00,1.206255e-02,Uncoupled,0.000000e+00,1.202022e-02,Uncoupled,0.000000e+00,7.269364e-03,Uncoupled,0.000000e+00,2.059042e-03,Uncoupled,0.000000e+00,5.224785e-04,Uncoupled,0.000000e+00,2.963605e-04,Uncoupled,0.000000e+00,1.207729e-02,Uncoupled,0.000000e+00,1.207729e-02,Uncoupled,0.000000e+00,1.207344e-02,Uncoupled,0.000000e+00,1.202545e-02,Uncoupled,0.000000e+00,1.337710e-02,Uncoupled,0.000000e+00,6.026539e-03,Uncoupled,0.000000e+00,5.690869e-04,Uncoupled,0.000000e+00,9.701168e-05
18:2/18:2-PEdegradation[K],,Uncoupled,0.000000e+00,3.699545e-02,Uncoupled,0.000000e+00,3.701094e-02,Uncoupled,0.000000e+00,3.696816e-02,Uncoupled,0.000000e+00,3.683843e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.702201e-02,Uncoupled,0.000000e+00,3.703078e-02,Uncoupled,0.000000e+00,3.700153e-02,Uncoupled,0.000000e+00,3.685446e-02,Uncoupled,0.000000e+00,4.099687e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:2/18:3-DGDGdegradation[K],,Uncoupled,0.000000e+00,3.028520e-02,Uncoupled,0.000000e+00,3.029788e-02,Uncoupled,0.000000e+00,3.026286e-02,Uncoupled,0.000000e+00,3.015666e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.028263e-02,Uncoupled,0.000000e+00,3.024521e-02,Uncoupled,0.000000e+00,3.029018e-02,Uncoupled,0.000000e+00,3.016978e-02,Uncoupled,0.000000e+00,3.356084e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:2/18:3-MGDGdegradation[K],,Uncoupled,0.000000e+00,3.184418e-02,Uncoupled,0.000000e+00,3.179316e-02,Uncoupled,0.000000e+00,3.182069e-02,Uncoupled,0.000000e+00,3.170903e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.174364e-02,Uncoupled,0.000000e+00,3.170441e-02,Uncoupled,0.000000e+00,3.183526e-02,Uncoupled,0.000000e+00,3.172283e-02,Uncoupled,0.000000e+00,3.528845e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:2/18:3-PCdegradation[K],,Uncoupled,0.000000e+00,7.460529e-03,Uncoupled,0.000000e+00,7.462687e-03,Uncoupled,0.000000e+00,7.455026e-03,Uncoupled,0.000000e+00,7.428865e-03,Uncoupled,0.000000e+00,4.361619e-03,Uncoupled,0.000000e+00,1.235425e-03,Uncoupled,0.000000e+00,3.134871e-04,Uncoupled,0.000000e+00,1.778163e-04,Uncoupled,0.000000e+00,7.462687e-03,Uncoupled,0.000000e+00,7.462687e-03,Uncoupled,0.000000e+00,7.461756e-03,Uncoupled,0.000000e+00,7.432098e-03,Uncoupled,0.000000e+00,8.267460e-03,Uncoupled,0.000000e+00,3.615924e-03,Uncoupled,0.000000e+00,3.414522e-04,Uncoupled,0.000000e+00,5.820701e-05
18:3-16:1t-PGdegradation[K],,Uncoupled,0.000000e+00,3.434819e-02,Uncoupled,0.000000e+00,3.427348e-02,Uncoupled,0.000000e+00,3.434200e-02,Uncoupled,0.000000e+00,3.422149e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.422009e-02,Uncoupled,0.000000e+00,3.417780e-02,Uncoupled,0.000000e+00,3.431886e-02,Uncoupled,0.000000e+00,3.423639e-02,Uncoupled,0.000000e+00,3.808453e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:3-18:3-PGdegradation[K],,Uncoupled,0.000000e+00,3.762249e-02,Uncoupled,0.000000e+00,3.763824e-02,Uncoupled,0.000000e+00,3.759474e-02,Uncoupled,0.000000e+00,3.746281e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.764950e-02,Uncoupled,0.000000e+00,3.765842e-02,Uncoupled,0.000000e+00,3.762867e-02,Uncoupled,0.000000e+00,3.747911e-02,Uncoupled,0.000000e+00,4.169174e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:3/18:2-DGDGdegradation[K],,Uncoupled,0.000000e+00,3.028520e-02,Uncoupled,0.000000e+00,3.029788e-02,Uncoupled,0.000000e+00,3.026286e-02,Uncoupled,0.000000e+00,3.015666e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.028263e-02,Uncoupled,0.000000e+00,3.024521e-02,Uncoupled,0.000000e+00,3.029018e-02,Uncoupled,0.000000e+00,3.016978e-02,Uncoupled,0.000000e+00,3.356084e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:3/18:2-MGDGdegradation[K],,Uncoupled,0.000000e+00,3.184418e-02,Uncoupled,0.000000e+00,3.179316e-02,Uncoupled,0.000000e+00,3.182069e-02,Uncoupled,0.000000e+00,3.170903e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.174364e-02,Uncoupled,0.000000e+00,3.170441e-02,Uncoupled,0.000000e+00,3.183526e-02,Uncoupled,0.000000e+00,3.172283e-02,Uncoupled,0.000000e+00,3.528845e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:3/18:3-DGDGdegradation[K],,Uncoupled,0.000000e+00,2.889384e-02,Uncoupled,0.000000e+00,2.887984e-02,Uncoupled,0.000000e+00,2.887253e-02,Uncoupled,0.000000e+00,2.877121e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,2.883486e-02,Uncoupled,0.000000e+00,2.879922e-02,Uncoupled,0.000000e+00,2.889859e-02,Uncoupled,0.000000e+00,2.878373e-02,Uncoupled,0.000000e+00,3.201900e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:3/18:3-MGDGdegradation[K],,Uncoupled,0.000000e+00,3.026934e-02,Uncoupled,0.000000e+00,3.020350e-02,Uncoupled,0.000000e+00,3.028717e-02,Uncoupled,0.000000e+00,3.018088e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.015646e-02,Uncoupled,0.000000e+00,3.011919e-02,Uncoupled,0.000000e+00,3.024350e-02,Uncoupled,0.000000e+00,3.019402e-02,Uncoupled,0.000000e+00,3.358780e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
18:3/18:3-PCdegradation[K],,Uncoupled,0.000000e+00,1.242112e-02,Uncoupled,0.000000e+00,1.242632e-02,Uncoupled,0.000000e+00,1.241196e-02,Uncoupled,0.000000e+00,1.236840e-02,Uncoupled,0.000000e+00,7.269364e-03,Uncoupled,0.000000e+00,2.059042e-03,Uncoupled,0.000000e+00,5.224785e-04,Uncoupled,0.000000e+00,2.963605e-04,Uncoupled,0.000000e+00,1.243004e-02,Uncoupled,0.000000e+00,1.243298e-02,Uncoupled,0.000000e+00,1.242316e-02,Uncoupled,0.000000e+00,1.237378e-02,Uncoupled,0.000000e+00,1.376459e-02,Uncoupled,0.000000e+00,6.026539e-03,Uncoupled,0.000000e+00,5.690869e-04,Uncoupled,0.000000e+00,9.701168e-05
18:3/18:3-PEdegradation[K],,Uncoupled,0.000000e+00,4.048858e-02,Uncoupled,0.000000e+00,4.050554e-02,Uncoupled,0.000000e+00,4.045871e-02,Uncoupled,0.000000e+00,4.031674e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,4.051765e-02,Uncoupled,0.000000e+00,4.052725e-02,Uncoupled,0.000000e+00,4.049524e-02,Uncoupled,0.000000e+00,4.033428e-02,Uncoupled,0.000000e+00,4.486782e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
ExB_C00001[K],,Uncoupled,0.000000e+00,3.648579e-02,Uncoupled,0.000000e+00,3.651907e-02,Uncoupled,0.000000e+00,3.645853e-02,Uncoupled,0.000000e+00,3.633055e-02,Uncoupled,0.000000e+00,2.111885e-02,Uncoupled,0.000000e+00,5.981904e-03,Uncoupled,0.000000e+00,1.517914e-03,Uncoupled,0.000000e+00,8.612358e-04,Uncoupled,0.000000e+00,3.651126e-02,Uncoupled,0.000000e+00,3.651998e-02,Uncoupled,0.000000e+00,3.649107e-02,Uncoupled,0.000000e+00,3.634605e-02,Uncoupled,0.000000e+00,4.043129e-02,Uncoupled,0.000000e+00,1.750818e-02,Uncoupled,0.000000e+00,1.653301e-03,Uncoupled,0.000000e+00,2.819231e-04
ExB_C00002[K],,Uncoupled,0.000000e+00,1.545754e+00,Uncoupled,0.000000e+00,1.546339e+00,Uncoupled,0.000000e+00,1.544723e+00,Uncoupled,0.000000e+00,1.539822e+00,Uncoupled,0.000000e+00,1.221426e+00,Uncoupled,0.000000e+00,1.065421e+00,Uncoupled,0.000000e+00,1.158719e+00,Uncoupled,0.000000e+00,1.102618e+00,Uncoupled,0.000000e+00,1.546757e+00,Uncoupled,0.000000e+00,1.541520e+00,Uncoupled,0.000000e+00,1.545984e+00,Uncoupled,0.000000e+00,1.540428e+00,Uncoupled,0.000000e+00,1.699837e+00,Uncoupled,0.000000e+00,1.212862e+00,Uncoupled,0.000000e+00,1.763832e+00,Uncoupled,0.000000e+00,1.368052e+00
